,invoice_id,date_time,city,customer_type,gender,product_line,quantity,total,rating,payment
268,144-51-6085,2019-01-05,Yangon,Member,Male,Home and lifestyle,4,297.108,4.4,Credit card
269,731-14-2199,2019-01-04,Yangon,Member,Female,Home and lifestyle,10,373.17,7.0,Ewallet
270,783-09-1637,2019-03-06,Mandalay,Normal,Female,Sports and travel,5,354.0075,6.3,Ewallet
271,687-15-1097,2019-01-03,Naypyidaw,Member,Female,Health and beauty,2,44.352,9.7,Cash
272,126-54-1082,2019-01-07,Yangon,Member,Female,Home and lifestyle,9,203.553,8.8,Credit card
273,633-91-1052,2019-01-27,Yangon,Normal,Female,Home and lifestyle,2,25.263,5.1,Cash
274,477-24-6490,2019-02-26,Mandalay,Normal,Female,Health and beauty,6,628.173,7.9,Ewallet
275,566-19-5475,2019-01-07,Mandalay,Normal,Male,Fashion accessories,7,352.5795,6.2,Cash
276,526-86-8552,2019-01-07,Naypyidaw,Member,Female,Home and lifestyle,10,229.11,7.1,Cash
277,376-56-3573,2019-02-02,Naypyidaw,Normal,Female,Fashion accessories,4,400.764,6.4,Ewallet
278,537-72-0426,2019-03-20,Naypyidaw,Member,Male,Fashion accessories,10,745.395,5.7,Cash
279,828-61-5674,2019-03-20,Yangon,Member,Male,Sports and travel,10,462.21,9.6,Credit card
280,136-08-6195,2019-02-15,Yangon,Normal,Female,Home and lifestyle,8,587.664,6.4,Credit card
281,523-38-0215,2019-03-06,Naypyidaw,Normal,Male,Home and lifestyle,1,38.85,7.9,Credit card
282,490-29-1201,2019-01-06,Yangon,Normal,Female,Sports and travel,1,16.107,6.5,Cash
283,667-92-0055,2019-03-04,Yangon,Member,Male,Health and beauty,6,628.929,8.5,Ewallet
284,565-17-3836,2019-03-12,Yangon,Member,Female,Health and beauty,4,200.214,9.1,Cash
285,498-41-1961,2019-02-20,Mandalay,Normal,Male,Health and beauty,5,350.07,7.6,Cash
286,593-95-4461,2019-03-24,Naypyidaw,Member,Male,Home and lifestyle,1,78.603,6.9,Cash
287,226-71-3580,2019-01-31,Naypyidaw,Normal,Female,Sports and travel,9,224.4375,9.5,Cash
288,283-79-9594,2019-01-25,Mandalay,Normal,Female,Food and beverages,7,356.5485,5.2,Credit card
289,430-60-3493,2019-02-03,Yangon,Member,Female,Home and lifestyle,7,697.368,4.2,Cash
290,139-20-0155,2019-01-24,Mandalay,Member,Male,Electronic accessories,10,423.15,7.0,Credit card
291,558-80-4082,2019-03-14,Naypyidaw,Normal,Male,Electronic accessories,7,204.6975,6.0,Ewallet
292,278-97-7759,2019-02-18,Yangon,Member,Female,Electronic accessories,1,65.604,4.7,Cash
293,316-68-6352,2019-01-21,Yangon,Member,Female,Food and beverages,2,76.356,7.1,Cash
294,585-03-5943,2019-03-13,Mandalay,Normal,Male,Health and beauty,10,190.155,5.9,Ewallet
295,211-05-0490,2019-03-03,Naypyidaw,Member,Female,Electronic accessories,5,272.58,7.5,Cash
296,727-75-6477,2019-03-29,Naypyidaw,Normal,Male,Electronic accessories,4,121.128,6.4,Cash
297,744-02-5987,2019-01-10,Yangon,Member,Male,Home and lifestyle,6,493.794,5.8,Ewallet
298,307-83-9164,2019-01-25,Yangon,Member,Male,Home and lifestyle,4,252.042,4.5,Cash
299,779-06-0012,2019-01-19,Naypyidaw,Member,Female,Home and lifestyle,1,93.0405,7.7,Cash
300,446-47-6729,2019-01-02,Naypyidaw,Normal,Male,Fashion accessories,2,209.622,6.7,Credit card
301,573-10-3877,2019-03-12,Mandalay,Member,Male,Health and beauty,1,40.9605,4.7,Credit card
302,735-06-4124,2019-02-25,Naypyidaw,Normal,Male,Food and beverages,1,51.0405,4.4,Cash
303,439-54-7422,2019-03-18,Yangon,Normal,Female,Electronic accessories,4,214.998,4.7,Credit card
304,396-90-2219,2019-02-23,Mandalay,Normal,Female,Electronic accessories,8,125.664,8.6,Cash
305,411-77-0180,2019-03-26,Yangon,Member,Male,Electronic accessories,7,530.67,4.3,Ewallet
306,286-01-5402,2019-03-30,Yangon,Normal,Female,Sports and travel,7,295.6905,9.6,Cash
307,803-17-8013,2019-02-17,Yangon,Member,Female,Home and lifestyle,8,745.836,4.1,Cash
308,512-98-1403,2019-03-21,Yangon,Member,Female,Electronic accessories,3,83.412,4.7,Ewallet
309,848-42-2560,2019-03-05,Yangon,Normal,Female,Fashion accessories,2,172.011,7.8,Cash
310,532-59-7201,2019-01-31,Mandalay,Member,Male,Sports and travel,6,503.559,5.5,Cash
311,181-94-6432,2019-02-05,Naypyidaw,Member,Male,Fashion accessories,2,145.593,9.7,Ewallet
312,870-76-1733,2019-02-01,Yangon,Member,Female,Food and beverages,5,74.7075,4.4,Credit card
313,423-64-4619,2019-03-07,Yangon,Member,Female,Health and beauty,9,146.9475,5.0,Cash
314,227-07-4446,2019-02-10,Naypyidaw,Member,Female,Electronic accessories,10,820.365,4.4,Cash
315,174-36-3675,2019-02-14,Naypyidaw,Member,Male,Food and beverages,2,208.677,5.2,Cash
316,428-83-5800,2019-02-09,Naypyidaw,Member,Female,Food and beverages,3,66.402,7.3,Cash
317,603-07-0961,2019-01-10,Naypyidaw,Member,Male,Electronic accessories,5,392.6475,4.9,Cash
318,704-20-4138,2019-03-11,Naypyidaw,Member,Female,Health and beauty,7,218.0745,8.1,Credit card
319,787-15-1757,2019-02-18,Naypyidaw,Member,Male,Health and beauty,4,185.094,8.4,Ewallet
320,649-11-3678,2019-02-26,Naypyidaw,Normal,Female,Food and beverages,9,216.6885,5.5,Cash
321,622-20-1945,2019-01-18,Naypyidaw,Normal,Female,Health and beauty,1,41.391,8.4,Cash
322,372-94-8041,2019-02-15,Yangon,Normal,Male,Health and beauty,6,96.138,9.8,Ewallet
323,563-91-7120,2019-03-08,Yangon,Normal,Female,Fashion accessories,5,324.2925,6.7,Cash
324,746-54-5508,2019-01-17,Yangon,Normal,Male,Home and lifestyle,6,135.576,9.4,Credit card
325,276-54-0879,2019-03-12,Mandalay,Normal,Male,Sports and travel,4,410.508,6.4,Ewallet
326,815-11-1168,2019-03-09,Yangon,Member,Male,Food and beverages,5,523.845,5.4,Cash
327,719-76-3868,2019-03-12,Naypyidaw,Member,Male,Food and beverages,4,395.892,8.6,Cash
328,730-61-8757,2019-01-25,Mandalay,Member,Male,Health and beauty,4,214.746,4.0,Credit card
329,340-66-0321,2019-03-25,Yangon,Member,Male,Electronic accessories,4,152.712,7.6,Cash
330,868-81-1752,2019-02-07,Mandalay,Normal,Male,Home and lifestyle,9,208.089,6.8,Cash
331,634-97-8956,2019-02-17,Yangon,Normal,Male,Food and beverages,3,103.635,9.1,Credit card
332,566-71-1091,2019-02-03,Yangon,Normal,Male,Fashion accessories,5,404.355,5.5,Cash
333,442-48-3607,2019-03-14,Yangon,Member,Male,Food and beverages,2,49.308,7.9,Credit card
334,835-16-0096,2019-03-24,Naypyidaw,Member,Male,Sports and travel,5,77.175,8.5,Ewallet
335,527-09-6272,2019-03-21,Yangon,Member,Female,Electronic accessories,5,149.3625,9.1,Credit card
336,898-04-2717,2019-03-19,Yangon,Normal,Male,Fashion accessories,9,721.98,7.5,Ewallet
337,692-27-8933,2019-02-24,Mandalay,Normal,Female,Sports and travel,6,365.085,5.2,Cash
338,633-09-3463,2019-03-28,Naypyidaw,Normal,Female,Electronic accessories,3,150.0975,9.5,Credit card
339,374-17-3652,2019-02-05,Mandalay,Member,Female,Food and beverages,9,404.649,8.9,Credit card
340,378-07-7001,2019-02-10,Mandalay,Member,Male,Electronic accessories,3,151.4835,7.8,Credit card
341,433-75-6987,2019-03-05,Mandalay,Member,Female,Health and beauty,7,411.3795,8.9,Ewallet
342,873-95-4984,2019-02-15,Mandalay,Member,Female,Health and beauty,7,565.215,7.7,Cash
343,416-13-5917,2019-01-30,Naypyidaw,Normal,Female,Food and beverages,5,509.4075,9.3,Ewallet
344,150-89-8043,2019-02-14,Yangon,Normal,Male,Sports and travel,3,140.6475,6.2,Cash
345,135-84-8019,2019-02-27,Yangon,Normal,Female,Fashion accessories,9,736.4385,7.6,Ewallet
346,441-94-7118,2019-02-04,Yangon,Member,Male,Electronic accessories,1,75.5475,7.3,Cash
347,725-96-3778,2019-01-20,Naypyidaw,Member,Female,Home and lifestyle,8,749.7,4.7,Cash
348,531-80-1784,2019-03-28,Yangon,Normal,Male,Electronic accessories,7,191.247,5.1,Cash
349,400-45-1220,2019-02-27,Mandalay,Normal,Female,Health and beauty,10,141.75,4.8,Credit card
350,860-79-0874,2019-02-15,Naypyidaw,Member,Female,Fashion accessories,10,1042.65,6.6,Credit card
351,834-61-8124,2019-01-26,Yangon,Normal,Male,Electronic accessories,7,379.9215,5.5,Cash
352,115-99-4379,2019-03-14,Mandalay,Member,Female,Fashion accessories,7,402.2655,8.5,Credit card
353,565-67-6697,2019-03-02,Mandalay,Member,Male,Home and lifestyle,9,255.15,4.8,Cash
354,320-49-6392,2019-03-04,Naypyidaw,Normal,Female,Electronic accessories,1,31.752,8.4,Cash
355,889-04-9723,2019-01-07,Mandalay,Member,Female,Food and beverages,4,374.388,7.8,Credit card
356,632-90-0281,2019-03-08,Naypyidaw,Normal,Female,Fashion accessories,10,394.275,9.3,Credit card
357,554-42-2417,2019-01-09,Naypyidaw,Normal,Female,Sports and travel,10,1002.12,5.2,Cash
358,453-63-6187,2019-03-01,Mandalay,Normal,Male,Electronic accessories,3,86.625,6.5,Ewallet
359,578-80-7669,2019-03-16,Mandalay,Normal,Male,Sports and travel,1,78.7185,5.6,Cash
360,612-36-5536,2019-02-17,Yangon,Member,Male,Food and beverages,8,680.064,7.4,Credit card
361,605-72-4132,2019-02-27,Naypyidaw,Normal,Female,Food and beverages,8,793.548,9.1,Cash
362,471-41-2823,2019-03-07,Naypyidaw,Normal,Male,Food and beverages,2,209.559,8.0,Ewallet
363,462-67-9126,2019-01-21,Yangon,Normal,Male,Home and lifestyle,6,461.286,7.2,Cash
364,272-27-9238,2019-02-19,Naypyidaw,Normal,Female,Food and beverages,4,173.208,7.1,Cash
365,834-25-9262,2019-01-06,Naypyidaw,Normal,Female,Fashion accessories,4,343.056,9.1,Cash
366,122-61-9553,2019-03-14,Naypyidaw,Normal,Female,Electronic accessories,9,484.974,5.6,Cash
367,468-88-0009,2019-03-24,Yangon,Member,Male,Home and lifestyle,4,276.948,6.0,Cash
368,613-59-9758,2019-01-27,Naypyidaw,Normal,Female,Sports and travel,10,150.78,5.4,Cash
369,254-31-0042,2019-03-06,Yangon,Member,Male,Electronic accessories,9,203.175,7.8,Credit card
370,201-86-2184,2019-02-02,Mandalay,Member,Female,Electronic accessories,7,193.011,9.9,Cash
371,261-12-8671,2019-01-25,Mandalay,Normal,Female,Fashion accessories,2,128.016,4.9,Credit card
372,730-70-9830,2019-03-14,Naypyidaw,Normal,Female,Home and lifestyle,6,441.693,5.2,Ewallet
373,382-25-8917,2019-01-29,Naypyidaw,Normal,Male,Fashion accessories,6,265.104,8.9,Cash
374,422-29-8786,2019-01-03,Yangon,Normal,Female,Home and lifestyle,5,352.2225,9.1,Credit card
375,667-23-5919,2019-01-14,Yangon,Member,Female,Fashion accessories,5,507.675,7.0,Ewallet
376,843-01-4703,2019-01-05,Mandalay,Member,Female,Home and lifestyle,9,334.341,9.6,Credit card
377,743-88-1662,2019-02-22,Naypyidaw,Normal,Male,Sports and travel,7,701.8515,8.7,Ewallet
378,595-86-2894,2019-02-06,Naypyidaw,Member,Male,Fashion accessories,4,407.316,9.4,Ewallet
379,182-69-8360,2019-01-30,Mandalay,Normal,Female,Electronic accessories,4,99.33,4.0,Credit card
380,289-15-7034,2019-01-11,Yangon,Member,Male,Sports and travel,4,345.786,7.5,Credit card
381,462-78-5240,2019-03-19,Naypyidaw,Normal,Female,Electronic accessories,2,55.881,4.2,Cash
382,868-52-7573,2019-01-14,Mandalay,Normal,Female,Food and beverages,5,523.3725,9.9,Cash
383,153-58-4872,2019-03-01,Naypyidaw,Member,Female,Food and beverages,4,314.538,4.2,Ewallet
384,662-72-2873,2019-01-06,Yangon,Normal,Female,Food and beverages,5,214.935,9.9,Ewallet
385,525-88-7307,2019-01-31,Mandalay,Member,Male,Sports and travel,1,79.611,5.8,Cash
386,689-16-9784,2019-03-11,Naypyidaw,Normal,Male,Food and beverages,6,294.651,6.0,Cash
387,725-56-0833,2019-02-20,Yangon,Normal,Female,Health and beauty,10,339.36,10.0,Credit card
388,394-41-0748,2019-01-27,Naypyidaw,Member,Female,Fashion accessories,9,510.9615,9.5,Ewallet
389,596-42-3999,2019-03-10,Mandalay,Normal,Male,Food and beverages,7,133.917,6.6,Credit card
390,541-89-9860,2019-02-15,Naypyidaw,Member,Female,Fashion accessories,3,253.512,8.1,Cash
391,173-82-9529,2019-01-26,Mandalay,Normal,Female,Fashion accessories,10,398.475,9.7,Cash
392,563-36-9814,2019-02-13,Yangon,Member,Male,Electronic accessories,1,80.661,7.2,Ewallet
393,308-47-4913,2019-03-09,Yangon,Member,Female,Sports and travel,10,548.73,6.2,Credit card
394,885-17-6250,2019-03-06,Yangon,Normal,Female,Health and beauty,1,83.727,7.3,Ewallet
395,726-27-2396,2019-01-24,Yangon,Normal,Female,Health and beauty,5,406.875,4.3,Ewallet
396,316-01-3952,2019-03-13,Yangon,Normal,Female,Food and beverages,5,284.9175,4.6,Ewallet
397,760-54-1821,2019-03-15,Mandalay,Normal,Male,Home and lifestyle,9,128.4255,5.8,Cash
398,793-10-3222,2019-03-05,Mandalay,Member,Female,Health and beauty,6,258.678,8.3,Credit card
399,346-12-3257,2019-03-04,Mandalay,Member,Male,Electronic accessories,9,181.818,8.0,Cash
400,110-05-6330,2019-03-25,Naypyidaw,Normal,Female,Food and beverages,6,248.409,9.4,Credit card
401,651-61-0874,2019-03-12,Naypyidaw,Normal,Male,Home and lifestyle,4,194.124,6.2,Credit card
402,236-86-3015,2019-02-04,Naypyidaw,Member,Male,Home and lifestyle,1,14.679,9.8,Ewallet
403,831-64-0259,2019-02-22,Mandalay,Normal,Female,Fashion accessories,5,208.6875,9.6,Ewallet
404,587-03-7455,2019-02-16,Naypyidaw,Member,Female,Fashion accessories,7,718.7565,4.9,Ewallet
405,882-40-4577,2019-01-19,Yangon,Member,Male,Sports and travel,4,282.492,8.0,Credit card
406,732-67-5346,2019-01-11,Yangon,Normal,Male,Food and beverages,5,72.3975,7.8,Credit card
407,725-32-9708,2019-01-04,Mandalay,Member,Female,Fashion accessories,4,288.582,4.1,Cash
408,256-08-8343,2019-03-04,Yangon,Normal,Female,Home and lifestyle,4,237.426,5.5,Ewallet
409,372-26-1506,2019-01-28,Naypyidaw,Normal,Female,Fashion accessories,5,125.055,5.4,Ewallet
410,244-08-0162,2019-01-02,Mandalay,Normal,Female,Health and beauty,10,359.205,5.1,Cash
411,569-71-4390,2019-01-25,Mandalay,Normal,Male,Sports and travel,2,45.927,6.9,Ewallet
412,132-23-6451,2019-01-04,Yangon,Member,Male,Health and beauty,5,110.0925,7.8,Cash
413,696-90-2548,2019-03-10,Yangon,Normal,Male,Sports and travel,3,81.396,6.6,Ewallet
414,472-15-9636,2019-03-22,Yangon,Normal,Male,Home and lifestyle,8,427.812,9.2,Ewallet
415,268-03-6164,2019-01-25,Mandalay,Normal,Male,Health and beauty,1,100.9155,7.8,Ewallet
416,750-57-9686,2019-01-08,Naypyidaw,Normal,Female,Home and lifestyle,4,190.596,8.7,Credit card
417,186-09-3669,2019-01-22,Naypyidaw,Member,Female,Health and beauty,1,85.5855,9.2,Ewallet
418,848-07-1692,2019-01-12,Mandalay,Normal,Female,Health and beauty,2,120.162,8.3,Ewallet
419,745-71-3520,2019-02-04,Yangon,Member,Female,Electronic accessories,7,185.367,8.2,Cash
420,266-76-6436,2019-03-28,Naypyidaw,Member,Female,Food and beverages,3,121.59,7.5,Ewallet
421,740-22-2500,2019-01-23,Naypyidaw,Normal,Female,Electronic accessories,3,264.7575,9.8,Cash
422,271-88-8734,2019-02-08,Naypyidaw,Member,Female,Fashion accessories,10,1020.705,8.7,Credit card
423,301-81-8610,2019-03-19,Mandalay,Member,Male,Fashion accessories,8,213.528,6.7,Credit card
424,489-64-4354,2019-03-09,Naypyidaw,Normal,Male,Fashion accessories,1,17.094,5.0,Cash
425,198-84-7132,2019-01-02,Mandalay,Member,Male,Fashion accessories,9,383.7645,7.0,Cash
426,269-10-8440,2019-01-21,Yangon,Member,Male,Health and beauty,7,390.7995,8.9,Cash
427,650-98-6268,2019-03-20,Mandalay,Member,Female,Food and beverages,3,65.7405,8.0,Credit card
428,741-73-3559,2019-02-27,Mandalay,Normal,Male,Sports and travel,5,353.1675,6.9,Cash
429,325-77-6186,2019-03-08,Yangon,Member,Female,Home and lifestyle,10,951.825,7.3,Ewallet
430,286-75-7818,2019-01-31,Mandalay,Normal,Male,Fashion accessories,2,145.068,6.9,Credit card
431,574-57-9721,2019-03-08,Naypyidaw,Normal,Male,Food and beverages,2,90.867,5.7,Ewallet
432,459-50-7686,2019-01-13,Yangon,Normal,Female,Electronic accessories,6,147.798,6.4,Ewallet
433,616-87-0016,2019-03-09,Mandalay,Normal,Male,Fashion accessories,7,702.219,9.6,Credit card
434,837-55-7229,2019-02-22,Mandalay,Normal,Female,Fashion accessories,1,49.812,6.8,Credit card
435,751-69-0068,2019-03-19,Naypyidaw,Normal,Male,Sports and travel,9,937.818,9.0,Ewallet
436,257-73-1380,2019-01-20,Naypyidaw,Member,Male,Sports and travel,4,348.306,9.6,Ewallet
437,345-08-4992,2019-03-08,Yangon,Normal,Male,Home and lifestyle,6,214.137,7.7,Credit card
438,549-96-4200,2019-03-08,Naypyidaw,Member,Male,Food and beverages,4,71.568,7.0,Ewallet
439,810-60-6344,2019-02-07,Naypyidaw,Normal,Female,Electronic accessories,8,343.224,6.5,Credit card
440,450-28-2866,2019-01-15,Naypyidaw,Member,Male,Food and beverages,5,91.56,8.1,Cash
441,394-30-3170,2019-03-22,Mandalay,Member,Female,Sports and travel,8,742.812,4.3,Credit card
442,138-17-5109,2019-01-15,Yangon,Member,Female,Home and lifestyle,9,843.0345,6.5,Credit card
443,192-98-7397,2019-01-08,Naypyidaw,Normal,Male,Fashion accessories,1,13.419,9.5,Ewallet
444,301-11-9629,2019-01-15,Yangon,Normal,Female,Sports and travel,7,140.385,9.7,Cash
445,390-80-5128,2019-01-28,Mandalay,Member,Female,Health and beauty,1,20.1075,9.5,Credit card
446,235-46-8343,2019-02-14,Naypyidaw,Member,Male,Food and beverages,10,290.43,8.9,Credit card
447,453-12-7053,2019-03-10,Naypyidaw,Normal,Male,Fashion accessories,3,144.081,6.5,Credit card
448,296-11-7041,2019-01-12,Mandalay,Member,Female,Health and beauty,1,28.4235,5.3,Credit card
449,449-27-2918,2019-03-26,Mandalay,Member,Female,Sports and travel,1,41.076,9.6,Credit card
450,891-01-7034,2019-01-01,Mandalay,Normal,Female,Electronic accessories,6,470.673,6.7,Cash
451,744-09-5786,2019-01-02,Mandalay,Normal,Male,Electronic accessories,6,138.663,7.6,Cash
452,727-17-0390,2019-03-16,Yangon,Normal,Female,Food and beverages,5,333.9525,4.8,Ewallet
453,568-88-3448,2019-03-03,Yangon,Normal,Male,Health and beauty,1,26.25,5.5,Ewallet
454,187-83-5490,2019-01-31,Yangon,Member,Male,Electronic accessories,4,87.234,4.7,Cash
455,767-54-1907,2019-02-13,Mandalay,Member,Female,Fashion accessories,5,155.19,6.9,Cash
456,710-46-4433,2019-02-15,Mandalay,Member,Female,Food and beverages,9,731.43,4.5,Credit card
457,533-33-5337,2019-02-07,Mandalay,Normal,Male,Electronic accessories,10,833.595,6.2,Cash
458,325-90-8763,2019-01-27,Naypyidaw,Member,Female,Electronic accessories,10,488.985,7.6,Cash
459,729-46-7422,2019-02-23,Naypyidaw,Normal,Male,Food and beverages,1,37.6845,7.9,Credit card
460,639-76-1242,2019-02-03,Naypyidaw,Normal,Male,Food and beverages,5,212.73,4.5,Cash
461,234-03-4040,2019-03-03,Mandalay,Member,Female,Food and beverages,10,767.025,8.7,Credit card
462,326-71-2155,2019-02-03,Naypyidaw,Normal,Female,Sports and travel,4,310.59,6.1,Cash
463,320-32-8842,2019-03-17,Naypyidaw,Member,Female,Food and beverages,1,23.751,6.4,Cash
464,470-32-9057,2019-03-28,Yangon,Member,Male,Food and beverages,5,269.535,9.1,Credit card
465,878-30-2331,2019-03-02,Naypyidaw,Member,Female,Sports and travel,10,572.775,7.1,Credit card
466,440-59-5691,2019-02-08,Naypyidaw,Member,Female,Health and beauty,7,273.0525,7.7,Credit card
467,554-53-3790,2019-03-22,Mandalay,Normal,Male,Sports and travel,6,233.226,4.5,Cash
468,746-19-0921,2019-02-09,Naypyidaw,Normal,Male,Food and beverages,1,22.659,7.2,Ewallet
469,233-34-0817,2019-02-15,Naypyidaw,Member,Female,Electronic accessories,1,103.782,8.4,Cash
470,767-05-1286,2019-01-23,Naypyidaw,Member,Female,Home and lifestyle,6,527.751,5.4,Ewallet
471,340-21-9136,2019-01-25,Yangon,Member,Female,Sports and travel,4,168.21,9.7,Cash
472,405-31-3305,2019-02-02,Yangon,Member,Male,Fashion accessories,10,452.865,5.5,Credit card
473,731-59-7531,2019-03-30,Mandalay,Member,Male,Health and beauty,8,609.588,4.6,Cash
474,676-39-6028,2019-03-30,Yangon,Member,Female,Electronic accessories,5,338.31,6.6,Cash
475,502-05-1910,2019-02-25,Yangon,Normal,Male,Health and beauty,3,205.317,6.3,Credit card
476,485-30-8700,2019-03-18,Yangon,Normal,Female,Sports and travel,5,174.615,4.2,Credit card
477,598-47-9715,2019-03-07,Naypyidaw,Normal,Male,Electronic accessories,4,353.094,4.4,Ewallet
478,701-69-8742,2019-03-16,Mandalay,Normal,Male,Sports and travel,10,360.885,6.7,Ewallet
479,575-67-1508,2019-01-29,Yangon,Normal,Male,Electronic accessories,1,40.53,6.7,Ewallet
480,541-08-3113,2019-02-02,Naypyidaw,Normal,Male,Food and beverages,8,554.148,8.4,Cash
481,246-11-3901,2019-02-15,Naypyidaw,Normal,Female,Electronic accessories,10,344.4,6.2,Cash
482,674-15-9296,2019-01-08,Yangon,Normal,Male,Sports and travel,5,194.985,5.0,Ewallet
483,305-18-3552,2019-02-12,Mandalay,Member,Male,Home and lifestyle,10,633.99,6.0,Cash
484,493-65-6248,2019-01-01,Naypyidaw,Member,Female,Sports and travel,10,388.29,7.0,Credit card
485,438-01-4015,2019-03-21,Mandalay,Member,Female,Sports and travel,4,207.858,6.6,Ewallet
486,709-58-4068,2019-02-28,Mandalay,Normal,Female,Fashion accessories,10,431.445,7.3,Cash
487,795-49-7276,2019-03-23,Yangon,Normal,Male,Fashion accessories,4,156.03,8.3,Ewallet
488,556-72-8512,2019-01-30,Naypyidaw,Normal,Male,Home and lifestyle,1,24.108,4.3,Cash
489,627-95-3243,2019-02-04,Mandalay,Member,Female,Home and lifestyle,9,734.076,9.8,Ewallet
490,686-41-0932,2019-03-13,Mandalay,Normal,Female,Fashion accessories,2,72.87,8.2,Ewallet
491,510-09-5628,2019-03-15,Yangon,Member,Female,Fashion accessories,10,206.43,7.2,Credit card
492,608-04-3797,2019-03-05,Mandalay,Member,Female,Health and beauty,8,212.688,8.7,Ewallet
493,148-82-2527,2019-03-05,Naypyidaw,Member,Female,Home and lifestyle,10,127.26,8.4,Credit card
494,437-53-3084,2019-02-26,Mandalay,Normal,Male,Fashion accessories,2,209.769,7.1,Ewallet
495,632-32-4574,2019-03-20,Mandalay,Normal,Male,Sports and travel,8,637.728,5.5,Cash
496,556-97-7101,2019-01-01,Naypyidaw,Normal,Female,Electronic accessories,2,132.762,8.5,Cash
497,862-59-8517,2019-01-27,Naypyidaw,Normal,Female,Food and beverages,6,568.512,6.2,Cash
498,401-18-8016,2019-01-21,Mandalay,Member,Female,Sports and travel,1,103.0365,8.9,Cash
499,420-18-8989,2019-02-02,Yangon,Member,Female,Sports and travel,8,432.768,9.6,Cash
500,277-63-2961,2019-02-03,Mandalay,Member,Male,Sports and travel,1,77.6685,5.4,Credit card
501,573-98-8548,2019-01-05,Naypyidaw,Member,Female,Fashion accessories,1,33.495,9.1,Ewallet
502,620-02-2046,2019-01-27,Naypyidaw,Normal,Male,Home and lifestyle,2,145.74,9.0,Ewallet
503,282-35-2475,2019-03-25,Mandalay,Normal,Female,Sports and travel,2,195.951,6.3,Cash
504,511-54-3087,2019-02-25,Mandalay,Normal,Male,Sports and travel,1,92.8725,9.5,Credit card
505,726-29-6793,2019-01-28,Yangon,Member,Male,Electronic accessories,8,203.112,9.8,Ewallet
506,387-49-4215,2019-01-08,Mandalay,Member,Female,Sports and travel,3,152.775,6.7,Cash
507,862-17-9201,2019-01-29,Mandalay,Normal,Female,Food and beverages,6,529.515,7.7,Credit card
508,291-21-5991,2019-03-29,Mandalay,Member,Male,Health and beauty,5,321.7725,7.0,Cash
509,602-80-9671,2019-02-09,Naypyidaw,Member,Female,Home and lifestyle,6,100.485,5.1,Credit card
510,347-72-6115,2019-01-16,Mandalay,Member,Female,Sports and travel,7,666.939,6.2,Credit card
511,209-61-0206,2019-01-05,Yangon,Normal,Female,Home and lifestyle,5,225.2775,6.1,Ewallet
512,595-27-4851,2019-01-27,Yangon,Normal,Female,Fashion accessories,7,398.958,9.3,Ewallet
513,189-52-0236,2019-03-14,Yangon,Normal,Male,Electronic accessories,7,731.6925,7.6,Cash
514,503-07-0930,2019-02-23,Naypyidaw,Member,Male,Sports and travel,7,429.1665,8.2,Credit card
515,413-20-6708,2019-03-18,Naypyidaw,Member,Female,Fashion accessories,1,54.0435,8.5,Ewallet
516,425-85-2085,2019-03-29,Mandalay,Member,Male,Health and beauty,5,288.015,9.8,Ewallet
517,521-18-7827,2019-01-22,Naypyidaw,Member,Male,Home and lifestyle,5,206.7975,8.7,Credit card
518,220-28-1851,2019-03-01,Yangon,Normal,Male,Home and lifestyle,2,72.933,9.7,Ewallet
519,600-38-9738,2019-01-17,Naypyidaw,Member,Male,Sports and travel,5,377.58,4.3,Credit card
520,734-91-1155,2019-03-26,Mandalay,Normal,Female,Electronic accessories,3,143.9865,7.7,Credit card
521,451-28-5717,2019-03-20,Naypyidaw,Member,Female,Home and lifestyle,6,523.971,7.3,Cash
522,609-81-8548,2019-02-06,Yangon,Member,Female,Home and lifestyle,6,235.872,5.9,Credit card
523,133-14-7229,2019-01-01,Naypyidaw,Normal,Male,Health and beauty,2,132.027,5.0,Cash
524,534-01-4457,2019-01-27,Yangon,Normal,Male,Food and beverages,6,514.773,8.0,Credit card
525,719-89-8991,2019-02-25,Yangon,Member,Female,Sports and travel,5,479.9025,7.1,Ewallet
526,286-62-6248,2019-01-16,Mandalay,Normal,Male,Fashion accessories,4,164.682,9.0,Credit card
527,339-38-9982,2019-01-13,Mandalay,Member,Male,Fashion accessories,2,125.706,6.7,Ewallet
528,827-44-5872,2019-02-07,Mandalay,Member,Female,Food and beverages,10,570.78,6.1,Credit card
529,827-77-7633,2019-02-17,Yangon,Normal,Male,Sports and travel,9,926.9505,9.3,Cash
530,287-83-1405,2019-02-12,Yangon,Normal,Male,Health and beauty,6,160.209,7.0,Ewallet
531,435-13-4908,2019-01-24,Yangon,Member,Male,Fashion accessories,8,728.112,7.2,Credit card
532,857-67-9057,2019-02-06,Mandalay,Normal,Male,Electronic accessories,10,240.975,8.2,Ewallet
533,236-27-1144,2019-03-26,Naypyidaw,Normal,Female,Food and beverages,9,154.1295,8.4,Ewallet
534,892-05-6689,2019-03-11,Yangon,Normal,Female,Home and lifestyle,5,148.68,6.2,Ewallet
535,583-41-4548,2019-02-07,Naypyidaw,Normal,Male,Home and lifestyle,7,122.5245,7.4,Ewallet
536,339-12-4827,2019-01-05,Mandalay,Member,Female,Fashion accessories,1,77.658,5.0,Credit card
